cell_id,demand,visit_count,trajectory_count,entry_count
R013C031,0.0,0,0,0
R013C032,0.0,0,0,0
R013C033,0.0,0,0,0
R013C034,0.0,0,0,0
R013C035,0.0,0,0,0
R013C036,0.0,0,0,0
R013C037,0.0,0,0,0
R013C038,0.0,0,0,0
R013C039,0.0,0,0,0
R013C040,0.0,0,0,0
R013C041,0.0,0,0,0
R013C042,0.0,0,0,0
R013C043,0.0,0,0,0
R013C044,0.0,0,0,0
R013C045,0.0,0,0,0
R013C046,0.0,0,0,0
R013C047,0.0,0,0,0
R013C048,0.0,0,0,0
R013C049,0.0,0,0,0
R013C050,0.0,0,0,0
R014C000,0.0,0,0,0
R014C001,0.0,0,0,0
R014C002,0.0,0,0,0
R014C003,0.0,0,0,0
R014C004,0.0,0,0,0
R014C005,0.0,0,0,0
R014C006,0.0,0,0,0
R014C007,0.0,0,0,0
R014C008,0.0,0,0,0
R014C009,0.0,0,0,0
R014C010,0.0,0,0,0
R014C011,0.0,0,0,0
R014C012,0.0,0,0,0
R014C013,0.0,0,0,0
R014C014,0.0,0,0,0
R014C015,0.0,0,0,0
R014C016,0.0,0,0,0
R014C017,0.18690161589713872,1,1,1
R014C018,0.4205831047403044,7,1,3
R014C019,0.3574847502283806,5,1,3
R014C020,0.24999997040906244,3,1,1
R014C021,0.3668407148306453,6,1,2
R014C022,0.3890339274843425,6,1,3
R014C023,0.3574847502283806,5,1,3
R014C024,0.18690161589713872,1,1,1
R014C025,0.27219318306275964,3,1,2
R014C026,0.21845079315310056,2,1,1
R014C027,0.21845079315310056,2,1,1
R014C028,0.21845079315310056,2,1,1
R014C029,0.0,0,0,0
R014C030,0.0,0,0,0
R014C031,0.0,0,0,0
R014C032,0.0,0,0,0
R014C033,0.0,0,0,0
R014C034,0.0,0,0,0
R014C035,0.0,0,0,0
R014C036,0.0,0,0,0
R014C037,0.0,0,0,0
R014C038,0.0,0,0,0
R014C039,0.0,0,0,0
R014C040,0.0,0,0,0
R014C041,0.0,0,0,0
R014C042,0.0,0,0,0
R014C043,0.0,0,0,0
R014C044,0.0,0,0,0
R014C045,0.0,0,0,0
R014C046,0.0,0,0,0
R014C047,0.0,0,0,0
R014C048,0.0,0,0,0
R014C049,0.0,0,0,0
R014C050,0.0,0,0,0
R015C000,0.0,0,0,0
R015C001,0.0,0,0,0
R015C002,0.0,0,0,0
R015C003,0.0,0,0,0
R015C004,0.0,0,0,0
R015C005,0.0,0,0,0
R015C006,0.0,0,0,0
R015C007,0.0,0,0,0
R015C008,0.0,0,0,0
R015C009,0.0,0,0,0
R015C010,0.0,0,0,0
R015C011,0.0,0,0,0
R015C012,0.0,0,0,0
R015C013,0.0,0,0,0
R015C014,0.0,0,0,0
R015C015,0.0,0,0,0
R015C016,0.0,0,0,0
R015C017,0.37619667943290996,7,1,1
R015C018,0.2406440058067978,2,1,2
R015C019,0.4743254946499635,8,1,4
R015C020,0.4112271401380397,6,1,4
R015C021,0.21845079315310056,2,1,1
R015C022,0.21845079315310056,2,1,1
R015C023,0.3574847502283806,5,1,3
R015C024,0.21845079315310056,2,1,1
R015C025,0.21845079315310056,2,1,1
R015C026,0.27219318306275964,3,1,2
R015C027,0.24999997040906244,3,1,1
R015C028,0.0,0,0,0
R015C029,0.18690161589713872,1,1,1
R015C030,0.21845079315310056,2,1,1
R015C031,0.18690161589713872,1,1,1
R015C032,0.0,0,0,0
R015C033,0.0,0,0,0
R015C034,0.0,0,0,0
R015C035,0.0,0,0,0
R015C036,0.0,0,0,0
R015C037,0.0,0,0,0
R015C038,0.0,0,0,0
R015C039,0.0,0,0,0
R015C040,0.0,0,0,0
R015C041,0.0,0,0,0
R015C042,0.0,0,0,0
R015C043,0.0,0,0,0
R015C044,0.0,0,0,0
R015C045,0.0,0,0,0
R015C046,0.0,0,0,0
R015C047,0.0,0,0,0
R015C048,0.0,0,0,0
R015C049,0.0,0,0,0
R015C050,0.0,0,0,0
R016C000,0.0,0,0,0
R016C001,0.0,0,0,0
R016C002,0.0,0,0,0
R016C003,0.0,0,0,0
R016C004,0.0,0,0,0
R016C005,0.0,0,0,0
R016C006,0.0,0,0,0
R016C007,0.0,0,0,0
R016C008,0.0,0,0,0
R016C009,0.0,0,0,0
R016C010,0.0,0,0,0
R016C011,0.0,0,0,0
R016C012,0.0,0,0,0
R016C013,0.0,0,0,0
R016C014,0.0,0,0,0
R016C015,0.0,0,0,0
R016C016,0.18690161589713872,1,1,1
R016C017,0.4299390693425691,8,1,2
