cell_id,demand,visit_count,trajectory_count,entry_count
R016C018,0.18690161589713872,1,1,1
R016C019,0.18690161589713872,1,1,1
R016C020,0.39838989208660724,7,1,2
R016C021,0.33529153757468344,5,1,2
R016C022,0.0,0,0,0
R016C023,0.27219318306275964,3,1,2
R016C024,0.18690161589713872,1,1,1
R016C025,0.0,0,0,0
R016C026,0.0,0,0,0
R016C027,0.0,0,0,0
R016C028,0.0,0,0,0
R016C029,0.0,0,0,0
R016C030,0.0,0,0,0
R016C031,0.0,0,0,0
R016C032,0.0,0,0,0
R016C033,0.0,0,0,0
R016C034,0.0,0,0,0
R016C035,0.0,0,0,0
R016C036,0.0,0,0,0
R016C037,0.0,0,0,0
R016C038,0.0,0,0,0
R016C039,0.0,0,0,0
R016C040,0.0,0,0,0
R016C041,0.0,0,0,0
R016C042,0.0,0,0,0
R016C043,0.0,0,0,0
R016C044,0.0,0,0,0
R016C045,0.0,0,0,0
R016C046,0.0,0,0,0
R016C047,0.0,0,0,0
R016C048,0.0,0,0,0
R016C049,0.0,0,0,0
R016C050,0.0,0,0,0
R017C000,0.0,0,0,0
R017C001,0.0,0,0,0
R017C002,0.0,0,0,0
R017C003,0.0,0,0,0
R017C004,0.0,0,0,0
R017C005,0.0,0,0,0
R017C006,0.0,0,0,0
R017C007,0.0,0,0,0
R017C008,0.0,0,0,0
R017C009,0.0,0,0,0
R017C010,0.0,0,0,0
R017C011,0.0,0,0,0
R017C012,0.0,0,0,0
R017C013,0.0,0,0,0
R017C014,0.0,0,0,0
R017C015,0.0,0,0,0
R017C016,0.0,0,0,0
R017C017,0.0,0,0,0
R017C018,0.0,0,0,0
R017C019,0.0,0,0,0
R017C020,0.0,0,0,0
R017C021,0.21845079315310056,2,1,1
R017C022,0.34464750217694806,6,1,1
R017C023,0.18690161589713872,1,1,1
R017C024,0.2815491476650243,4,1,1
R017C025,0.0,0,0,0
R017C026,0.0,0,0,0
R017C027,0.0,0,0,0
R017C028,0.0,0,0,0
R017C029,0.0,0,0,0
R017C030,0.0,0,0,0
R017C031,0.0,0,0,0
R017C032,0.0,0,0,0
R017C033,0.0,0,0,0
R017C034,0.0,0,0,0
R017C035,0.0,0,0,0
R017C036,0.0,0,0,0
R017C037,0.0,0,0,0
R017C038,0.0,0,0,0
R017C039,0.0,0,0,0
R017C040,0.0,0,0,0
R017C041,0.0,0,0,0
R017C042,0.0,0,0,0
R017C043,0.0,0,0,0
R017C044,0.0,0,0,0
R017C045,0.0,0,0,0
R017C046,0.0,0,0,0
R017C047,0.0,0,0,0
R017C048,0.0,0,0,0
R017C049,0.0,0,0,0
R017C050,0.0,0,0,0
R018C000,0.0,0,0,0
R018C001,0.0,0,0,0
R018C002,0.0,0,0,0
R018C003,0.0,0,0,0
R018C004,0.0,0,0,0
R018C005,0.0,0,0,0
R018C006,0.0,0,0,0
R018C007,0.0,0,0,0
R018C008,0.0,0,0,0
R018C009,0.0,0,0,0
R018C010,0.0,0,0,0
R018C011,0.0,0,0,0
R018C012,0.0,0,0,0
R018C013,0.0,0,0,0
R018C014,0.0,0,0,0
R018C015,0.0,0,0,0
R018C016,0.0,0,0,0
R018C017,0.0,0,0,0
R018C018,0.0,0,0,0
R018C019,0.0,0,0,0
R018C020,0.0,0,0,0
R018C021,0.0,0,0,0
R018C022,0.0,0,0,0
R018C023,0.0,0,0,0
R018C024,0.0,0,0,0
R018C025,0.0,0,0,0
R018C026,0.0,0,0,0
R018C027,0.0,0,0,0
R018C028,0.0,0,0,0
R018C029,0.0,0,0,0
R018C030,0.0,0,0,0
R018C031,0.0,0,0,0
R018C032,0.0,0,0,0
R018C033,0.0,0,0,0
R018C034,0.0,0,0,0
R018C035,0.0,0,0,0
R018C036,0.0,0,0,0
R018C037,0.0,0,0,0
R018C038,0.0,0,0,0
R018C039,0.0,0,0,0
R018C040,0.0,0,0,0
R018C041,0.0,0,0,0
R018C042,0.0,0,0,0
R018C043,0.0,0,0,0
R018C044,0.0,0,0,0
R018C045,0.0,0,0,0
R018C046,0.0,0,0,0
R018C047,0.0,0,0,0
R018C048,0.0,0,0,0
R018C049,0.0,0,0,0
R018C050,0.0,0,0,0
R019C000,0.0,0,0,0
R019C001,0.0,0,0,0
R019C002,0.0,0,0,0
R019C003,0.0,0,0,0
R019C004,0.0,0,0,0
R019C005,0.0,0,0,0
R019C006,0.0,0,0,0
R019C007,0.0,0,0,0
R019C008,0.0,0,0,0
R019C009,0.0,0,0,0
R019C010,0.0,0,0,0
R019C011,0.0,0,0,0
R019C012,0.0,0,0,0
R019C013,0.0,0,0,0
R019C014,0.0,0,0,0
R019C015,0.0,0,0,0
R019C016,0.0,0,0,0
R019C017,0.0,0,0,0
R019C018,0.0,0,0,0
R019C019,0.0,0,0,0
R019C020,0.0,0,0,0
R019C021,0.0,0,0,0
R019C022,0.0,0,0,0
R019C023,0.0,0,0,0
R019C024,0.0,0,0,0
R019C025,0.0,0,0,0
R019C026,0.0,0,0,0
R019C027,0.0,0,0,0
R019C028,0.0,0,0,0
R019C029,0.0,0,0,0
R019C030,0.0,0,0,0
R019C031,0.0,0,0,0
R019C032,0.0,0,0,0
R019C033,0.0,0,0,0
R019C034,0.0,0,0,0
R019C035,0.0,0,0,0
R019C036,0.0,0,0,0
R019C037,0.0,0,0,0
R019C038,0.0,0,0,0
R019C039,0.0,0,0,0
R019C040,0.0,0,0,0
R019C041,0.0,0,0,0
R019C042,0.0,0,0,0
R019C043,0.0,0,0,0
R019C044,0.0,0,0,0
R019C045,0.0,0,0,0
R019C046,0.0,0,0,0
R019C047,0.0,0,0,0
R019C048,0.0,0,0,0
R019C049,0.0,0,0,0
R019C050,0.0,0,0,0
R020C000,0.0,0,0,0
R020C001,0.0,0,0,0
R020C002,0.0,0,0,0
R020C003,0.0,0,0,0
R020C004,0.0,0,0,0
R020C005,0.0,0,0,0
R020C006,0.0,0,0,0
R020C007,0.0,0,0,0
R020C008,0.0,0,0,0
R020C009,0.0,0,0,0
R020C010,0.0,0,0,0
R020C011,0.0,0,0,0
R020C012,0.0,0,0,0
R020C013,0.0,0,0,0
R020C014,0.0,0,0,0
R020C015,0.0,0,0,0
R020C016,0.0,0,0,0
R020C017,0.0,0,0,0
R020C018,0.0,0,0,0
R020C019,0.0,0,0,0
R020C020,0.0,0,0,0
R020C021,0.0,0,0,0
R020C022,0.0,0,0,0
R020C023,0.0,0,0,0
R020C024,0.0,0,0,0
R020C025,0.0,0,0,0
R020C026,0.0,0,0,0
R020C027,0.0,0,0,0
R020C028,0.0,0,0,0
R020C029,0.0,0,0,0
R020C030,0.0,0,0,0
R020C031,0.0,0,0,0
R020C032,0.0,0,0,0
R020C033,0.0,0,0,0
R020C034,0.0,0,0,0
R020C035,0.0,0,0,0
R020C036,0.0,0,0,0
R020C037,0.0,0,0,0
R020C038,0.0,0,0,0
R020C039,0.0,0,0,0
R020C040,0.0,0,0,0
R020C041,0.0,0,0,0
R020C042,0.0,0,0,0
R020C043,0.0,0,0,0
R020C044,0.0,0,0,0
R020C045,0.0,0,0,0
R020C046,0.0,0,0,0
R020C047,0.0,0,0,0
R020C048,0.0,0,0,0
R020C049,0.0,0,0,0
R020C050,0.0,0,0,0
